period,stateid,stateDescription,sectorid,sectorName,price,price-units
2015-05-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,DC,District of Columbia,IND,industrial,8.37,cents per kilowatt-hour
2015-05-01,DC,District of Columbia,COM,commercial,11.34,cents per kilowatt-hour
2015-05-01,DC,District of Columbia,ALL,all sectors,11.47,cents per kilowatt-hour
2015-05-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2015-05-01,DE,Delaware,RES,residential,14.39,cents per kilowatt-hour
2015-05-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,DE,Delaware,IND,industrial,7.91,cents per kilowatt-hour
2015-05-01,OH,Ohio,IND,industrial,6.63,cents per kilowatt-hour
2015-05-01,OH,Ohio,COM,commercial,9.97,cents per kilowatt-hour
2015-05-01,OH,Ohio,ALL,all sectors,9.66,cents per kilowatt-hour
2015-05-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,NJ,New Jersey,IND,industrial,10.58,cents per kilowatt-hour
2015-05-01,NJ,New Jersey,COM,commercial,12.76,cents per kilowatt-hour
2015-05-01,NJ,New Jersey,ALL,all sectors,13.52,cents per kilowatt-hour
2015-05-01,IN,Indiana,TRA,transportation,10.63,cents per kilowatt-hour
2015-05-01,IN,Indiana,RES,residential,11.93,cents per kilowatt-hour
2015-05-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,IN,Indiana,IND,industrial,6.73,cents per kilowatt-hour
2015-05-01,IN,Indiana,COM,commercial,9.8,cents per kilowatt-hour
2015-05-01,IN,Indiana,ALL,all sectors,8.8,cents per kilowatt-hour
2015-05-01,IL,Illinois,TRA,transportation,6.98,cents per kilowatt-hour
2015-05-01,IL,Illinois,RES,residential,13.26,cents per kilowatt-hour
2015-05-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,IL,Illinois,IND,industrial,6.23,cents per kilowatt-hour
2015-05-01,IL,Illinois,COM,commercial,8.93,cents per kilowatt-hour
2015-05-01,IL,Illinois,ALL,all sectors,9.22,cents per kilowatt-hour
2015-05-01,PA,Pennsylvania,TRA,transportation,7.92,cents per kilowatt-hour
2015-05-01,PA,Pennsylvania,RES,residential,13.88,cents per kilowatt-hour
2015-05-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,PA,Pennsylvania,IND,industrial,6.97,cents per kilowatt-hour
2015-05-01,PA,Pennsylvania,COM,commercial,9.58,cents per kilowatt-hour
2015-05-01,PA,Pennsylvania,ALL,all sectors,10.05,cents per kilowatt-hour
2015-05-01,OH,Ohio,TRA,transportation,8.19,cents per kilowatt-hour
2015-05-01,OH,Ohio,RES,residential,13.06,cents per kilowatt-hour
2015-05-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,NC,North Carolina,TRA,transportation,8.27,cents per kilowatt-hour
2015-05-01,NC,North Carolina,RES,residential,11.4,cents per kilowatt-hour
2015-05-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,NC,North Carolina,IND,industrial,6.23,cents per kilowatt-hour
2015-05-01,NC,North Carolina,COM,commercial,8.57,cents per kilowatt-hour
2015-05-01,NC,North Carolina,ALL,all sectors,9.03,cents per kilowatt-hour
2015-05-01,NJ,New Jersey,TRA,transportation,10.92,cents per kilowatt-hour
2015-05-01,NJ,New Jersey,RES,residential,15.63,cents per kilowatt-hour
2015-05-01,MI,Michigan,TRA,transportation,11.35,cents per kilowatt-hour
2015-05-01,MI,Michigan,RES,residential,14.18,cents per kilowatt-hour
2015-05-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-05-01,MI,Michigan,IND,industrial,7.22,cents per kilowatt-hour
2015-04-01,IN,Indiana,ALL,all sectors,9.01,cents per kilowatt-hour
2015-04-01,NC,North Carolina,COM,commercial,8.52,cents per kilowatt-hour
2015-04-01,NC,North Carolina,ALL,all sectors,9.2,cents per kilowatt-hour
2015-04-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2015-04-01,WV,West Virginia,RES,residential,10.13,cents per kilowatt-hour
2015-04-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,WV,West Virginia,IND,industrial,6.11,cents per kilowatt-hour
2015-04-01,WV,West Virginia,COM,commercial,8.79,cents per kilowatt-hour
2015-04-01,WV,West Virginia,ALL,all sectors,7.96,cents per kilowatt-hour
2015-04-01,NC,North Carolina,TRA,transportation,7.76,cents per kilowatt-hour
2015-04-01,NC,North Carolina,RES,residential,12.08,cents per kilowatt-hour
2015-04-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,NC,North Carolina,IND,industrial,6.19,cents per kilowatt-hour
2015-04-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,NJ,New Jersey,IND,industrial,10.75,cents per kilowatt-hour
2015-04-01,NJ,New Jersey,COM,commercial,12.9,cents per kilowatt-hour
2015-04-01,NJ,New Jersey,ALL,all sectors,13.64,cents per kilowatt-hour
2015-04-01,DC,District of Columbia,TRA,transportation,9.33,cents per kilowatt-hour
2015-04-01,DC,District of Columbia,RES,residential,13.21,cents per kilowatt-hour
2015-04-01,NJ,New Jersey,TRA,transportation,10.65,cents per kilowatt-hour
2015-04-01,NJ,New Jersey,RES,residential,15.86,cents per kilowatt-hour
2015-04-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2015-04-01,TN,Tennessee,RES,residential,10.63,cents per kilowatt-hour
2015-04-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,TN,Tennessee,IND,industrial,5.51,cents per kilowatt-hour
2015-04-01,TN,Tennessee,COM,commercial,10.06,cents per kilowatt-hour
2015-04-01,TN,Tennessee,ALL,all sectors,9.05,cents per kilowatt-hour
2015-04-01,PA,Pennsylvania,TRA,transportation,8.21,cents per kilowatt-hour
2015-04-01,PA,Pennsylvania,RES,residential,13.36,cents per kilowatt-hour
2015-04-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,PA,Pennsylvania,IND,industrial,7.1,cents per kilowatt-hour
2015-04-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2015-04-01,KY,Kentucky,RES,residential,10.71,cents per kilowatt-hour
2015-04-01,MI,Michigan,TRA,transportation,11.1,cents per kilowatt-hour
2015-04-01,MI,Michigan,RES,residential,14.0,cents per kilowatt-hour
2015-04-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,MI,Michigan,IND,industrial,6.75,cents per kilowatt-hour
2015-04-01,MI,Michigan,COM,commercial,10.35,cents per kilowatt-hour
2015-04-01,MI,Michigan,ALL,all sectors,10.23,cents per kilowatt-hour
2015-04-01,MD,Maryland,TRA,transportation,7.9,cents per kilowatt-hour
2015-04-01,MD,Maryland,RES,residential,13.67,cents per kilowatt-hour
2015-04-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,MD,Maryland,IND,industrial,8.86,cents per kilowatt-hour
2015-04-01,MD,Maryland,COM,commercial,11.25,cents per kilowatt-hour
2015-04-01,MD,Maryland,ALL,all sectors,12.03,cents per kilowatt-hour
2015-04-01,OH,Ohio,TRA,transportation,7.71,cents per kilowatt-hour
2015-04-01,OH,Ohio,RES,residential,12.73,cents per kilowatt-hour
2015-04-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,OH,Ohio,IND,industrial,6.52,cents per kilowatt-hour
2015-04-01,OH,Ohio,COM,commercial,10.13,cents per kilowatt-hour
2015-04-01,OH,Ohio,ALL,all sectors,9.55,cents per kilowatt-hour
2015-04-01,VA,Virginia,TRA,transportation,8.42,cents per kilowatt-hour
2015-04-01,VA,Virginia,RES,residential,11.42,cents per kilowatt-hour
2015-04-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,VA,Virginia,IND,industrial,6.83,cents per kilowatt-hour
2015-04-01,VA,Virginia,COM,commercial,8.19,cents per kilowatt-hour
2015-04-01,VA,Virginia,ALL,all sectors,9.01,cents per kilowatt-hour
2015-04-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,DC,District of Columbia,IND,industrial,8.88,cents per kilowatt-hour
2015-04-01,DC,District of Columbia,COM,commercial,12.43,cents per kilowatt-hour
2015-04-01,DC,District of Columbia,ALL,all sectors,12.4,cents per kilowatt-hour
2015-04-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2015-04-01,DE,Delaware,RES,residential,13.69,cents per kilowatt-hour
2015-04-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,DE,Delaware,IND,industrial,7.66,cents per kilowatt-hour
2015-04-01,DE,Delaware,COM,commercial,9.2,cents per kilowatt-hour
2015-04-01,DE,Delaware,ALL,all sectors,10.33,cents per kilowatt-hour
2015-04-01,PA,Pennsylvania,COM,commercial,9.54,cents per kilowatt-hour
2015-04-01,PA,Pennsylvania,ALL,all sectors,10.03,cents per kilowatt-hour
2015-04-01,IL,Illinois,TRA,transportation,7.03,cents per kilowatt-hour
2015-04-01,IL,Illinois,RES,residential,13.31,cents per kilowatt-hour
2015-04-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,IL,Illinois,IND,industrial,6.39,cents per kilowatt-hour
2015-04-01,IL,Illinois,COM,commercial,8.95,cents per kilowatt-hour
2015-04-01,IL,Illinois,ALL,all sectors,9.27,cents per kilowatt-hour
2015-04-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,KY,Kentucky,IND,industrial,5.19,cents per kilowatt-hour
2015-04-01,KY,Kentucky,COM,commercial,9.66,cents per kilowatt-hour
2015-04-01,KY,Kentucky,ALL,all sectors,7.89,cents per kilowatt-hour
2015-04-01,IN,Indiana,TRA,transportation,10.53,cents per kilowatt-hour
2015-04-01,IN,Indiana,RES,residential,12.29,cents per kilowatt-hour
2015-04-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-04-01,IN,Indiana,IND,industrial,6.93,cents per kilowatt-hour
2015-04-01,IN,Indiana,COM,commercial,9.98,cents per kilowatt-hour
2015-03-01,MI,Michigan,IND,industrial,7.0,cents per kilowatt-hour
2015-03-01,NC,North Carolina,TRA,transportation,7.87,cents per kilowatt-hour
2015-03-01,NC,North Carolina,RES,residential,11.22,cents per kilowatt-hour
2015-03-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,NC,North Carolina,IND,industrial,6.42,cents per kilowatt-hour
2015-03-01,NC,North Carolina,COM,commercial,8.88,cents per kilowatt-hour
2015-03-01,NC,North Carolina,ALL,all sectors,9.57,cents per kilowatt-hour
2015-03-01,NJ,New Jersey,TRA,transportation,11.68,cents per kilowatt-hour
2015-03-01,NJ,New Jersey,RES,residential,15.54,cents per kilowatt-hour
2015-03-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,NJ,New Jersey,IND,industrial,11.26,cents per kilowatt-hour
2015-03-01,NJ,New Jersey,COM,commercial,13.14,cents per kilowatt-hour
2015-03-01,NJ,New Jersey,ALL,all sectors,13.85,cents per kilowatt-hour
2015-03-01,MD,Maryland,TRA,transportation,8.39,cents per kilowatt-hour
2015-03-01,MD,Maryland,RES,residential,13.07,cents per kilowatt-hour
2015-03-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,MD,Maryland,IND,industrial,9.67,cents per kilowatt-hour
2015-03-01,MD,Maryland,COM,commercial,11.64,cents per kilowatt-hour
2015-03-01,MD,Maryland,ALL,all sectors,12.19,cents per kilowatt-hour
2015-03-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2015-03-01,KY,Kentucky,RES,residential,9.86,cents per kilowatt-hour
2015-03-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,KY,Kentucky,IND,industrial,5.25,cents per kilowatt-hour
2015-03-01,KY,Kentucky,COM,commercial,9.47,cents per kilowatt-hour
2015-03-01,KY,Kentucky,ALL,all sectors,7.94,cents per kilowatt-hour
2015-03-01,WV,West Virginia,COM,commercial,8.71,cents per kilowatt-hour
2015-03-01,WV,West Virginia,ALL,all sectors,8.01,cents per kilowatt-hour
2015-03-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2015-03-01,WV,West Virginia,RES,residential,9.63,cents per kilowatt-hour
2015-03-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,WV,West Virginia,IND,industrial,5.97,cents per kilowatt-hour
2015-03-01,PA,Pennsylvania,TRA,transportation,8.05,cents per kilowatt-hour
2015-03-01,DC,District of Columbia,TRA,transportation,10.67,cents per kilowatt-hour
2015-03-01,DC,District of Columbia,RES,residential,12.38,cents per kilowatt-hour
2015-03-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,DC,District of Columbia,IND,industrial,8.51,cents per kilowatt-hour
2015-03-01,DC,District of Columbia,COM,commercial,12.6,cents per kilowatt-hour
2015-03-01,DC,District of Columbia,ALL,all sectors,12.43,cents per kilowatt-hour
2015-03-01,IN,Indiana,TRA,transportation,10.78,cents per kilowatt-hour
2015-03-01,IN,Indiana,RES,residential,11.14,cents per kilowatt-hour
2015-03-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,IN,Indiana,IND,industrial,6.93,cents per kilowatt-hour
2015-03-01,IN,Indiana,COM,commercial,9.87,cents per kilowatt-hour
2015-03-01,IN,Indiana,ALL,all sectors,8.98,cents per kilowatt-hour
2015-03-01,IL,Illinois,TRA,transportation,6.68,cents per kilowatt-hour
2015-03-01,IL,Illinois,RES,residential,11.94,cents per kilowatt-hour
2015-03-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,IL,Illinois,IND,industrial,7.35,cents per kilowatt-hour
2015-03-01,IL,Illinois,COM,commercial,9.45,cents per kilowatt-hour
2015-03-01,IL,Illinois,ALL,all sectors,9.54,cents per kilowatt-hour
2015-03-01,PA,Pennsylvania,RES,residential,12.96,cents per kilowatt-hour
2015-03-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,OH,Ohio,TRA,transportation,7.78,cents per kilowatt-hour
2015-03-01,OH,Ohio,RES,residential,12.33,cents per kilowatt-hour
2015-03-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,OH,Ohio,IND,industrial,6.97,cents per kilowatt-hour
2015-03-01,OH,Ohio,COM,commercial,10.08,cents per kilowatt-hour
2015-03-01,OH,Ohio,ALL,all sectors,9.87,cents per kilowatt-hour
2015-03-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2015-03-01,DE,Delaware,RES,residential,12.68,cents per kilowatt-hour
2015-03-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,DE,Delaware,IND,industrial,8.91,cents per kilowatt-hour
2015-03-01,DE,Delaware,COM,commercial,11.59,cents per kilowatt-hour
2015-03-01,DE,Delaware,ALL,all sectors,11.65,cents per kilowatt-hour
2015-03-01,PA,Pennsylvania,IND,industrial,7.85,cents per kilowatt-hour
2015-03-01,PA,Pennsylvania,COM,commercial,10.0,cents per kilowatt-hour
2015-03-01,PA,Pennsylvania,ALL,all sectors,10.51,cents per kilowatt-hour
2015-03-01,VA,Virginia,TRA,transportation,8.32,cents per kilowatt-hour
2015-03-01,VA,Virginia,RES,residential,10.94,cents per kilowatt-hour
2015-03-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,VA,Virginia,IND,industrial,7.18,cents per kilowatt-hour
2015-03-01,VA,Virginia,COM,commercial,8.45,cents per kilowatt-hour
2015-03-01,VA,Virginia,ALL,all sectors,9.46,cents per kilowatt-hour
2015-03-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2015-03-01,TN,Tennessee,RES,residential,9.83,cents per kilowatt-hour
2015-03-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-03-01,TN,Tennessee,IND,industrial,5.71,cents per kilowatt-hour
2015-03-01,TN,Tennessee,COM,commercial,9.95,cents per kilowatt-hour
2015-03-01,TN,Tennessee,ALL,all sectors,8.97,cents per kilowatt-hour
2015-03-01,MI,Michigan,COM,commercial,10.32,cents per kilowatt-hour
2015-03-01,MI,Michigan,ALL,all sectors,10.49,cents per kilowatt-hour
2015-03-01,MI,Michigan,TRA,transportation,11.35,cents per kilowatt-hour
2015-03-01,MI,Michigan,RES,residential,13.76,cents per kilowatt-hour
2015-03-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,MI,Michigan,ALL,all sectors,10.47,cents per kilowatt-hour
2015-02-01,MI,Michigan,TRA,transportation,11.35,cents per kilowatt-hour
2015-02-01,MI,Michigan,RES,residential,13.71,cents per kilowatt-hour
2015-02-01,MI,Michigan,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,MI,Michigan,IND,industrial,6.99,cents per kilowatt-hour
2015-02-01,MI,Michigan,COM,commercial,10.39,cents per kilowatt-hour
2015-02-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2015-02-01,WV,West Virginia,RES,residential,9.15,cents per kilowatt-hour
2015-02-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,WV,West Virginia,IND,industrial,5.9,cents per kilowatt-hour
2015-02-01,WV,West Virginia,COM,commercial,8.06,cents per kilowatt-hour
2015-02-01,WV,West Virginia,ALL,all sectors,7.85,cents per kilowatt-hour
2015-02-01,MD,Maryland,TRA,transportation,9.16,cents per kilowatt-hour
2015-02-01,MD,Maryland,RES,residential,13.06,cents per kilowatt-hour
2015-02-01,MD,Maryland,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,MD,Maryland,IND,industrial,9.06,cents per kilowatt-hour
2015-02-01,MD,Maryland,COM,commercial,11.38,cents per kilowatt-hour
2015-02-01,MD,Maryland,ALL,all sectors,12.11,cents per kilowatt-hour
2015-02-01,DC,District of Columbia,ALL,all sectors,11.43,cents per kilowatt-hour
2015-02-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2015-02-01,DE,Delaware,RES,residential,13.46,cents per kilowatt-hour
2015-02-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,DE,Delaware,IND,industrial,9.47,cents per kilowatt-hour
2015-02-01,DE,Delaware,COM,commercial,10.78,cents per kilowatt-hour
2015-02-01,DE,Delaware,ALL,all sectors,11.84,cents per kilowatt-hour
2015-02-01,NC,North Carolina,TRA,transportation,7.89,cents per kilowatt-hour
2015-02-01,NC,North Carolina,RES,residential,10.66,cents per kilowatt-hour
2015-02-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,NC,North Carolina,IND,industrial,6.38,cents per kilowatt-hour
2015-02-01,NC,North Carolina,COM,commercial,8.61,cents per kilowatt-hour
2015-02-01,NC,North Carolina,ALL,all sectors,9.19,cents per kilowatt-hour
2015-02-01,IL,Illinois,IND,industrial,6.96,cents per kilowatt-hour
2015-02-01,IL,Illinois,COM,commercial,9.01,cents per kilowatt-hour
2015-02-01,IL,Illinois,ALL,all sectors,9.38,cents per kilowatt-hour
2015-02-01,NJ,New Jersey,TRA,transportation,10.94,cents per kilowatt-hour
2015-02-01,NJ,New Jersey,RES,residential,15.46,cents per kilowatt-hour
2015-02-01,NJ,New Jersey,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,NJ,New Jersey,IND,industrial,11.33,cents per kilowatt-hour
2015-02-01,NJ,New Jersey,COM,commercial,12.63,cents per kilowatt-hour
2015-02-01,NJ,New Jersey,ALL,all sectors,13.55,cents per kilowatt-hour
2015-02-01,TN,Tennessee,TRA,transportation,0.0,cents per kilowatt-hour
2015-02-01,TN,Tennessee,RES,residential,9.89,cents per kilowatt-hour
2015-02-01,TN,Tennessee,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,PA,Pennsylvania,IND,industrial,7.73,cents per kilowatt-hour
2015-02-01,PA,Pennsylvania,COM,commercial,9.94,cents per kilowatt-hour
2015-02-01,PA,Pennsylvania,ALL,all sectors,10.56,cents per kilowatt-hour
2015-02-01,OH,Ohio,TRA,transportation,7.33,cents per kilowatt-hour
2015-02-01,OH,Ohio,RES,residential,12.2,cents per kilowatt-hour
2015-02-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,OH,Ohio,IND,industrial,6.9,cents per kilowatt-hour
2015-02-01,OH,Ohio,COM,commercial,9.89,cents per kilowatt-hour
2015-02-01,OH,Ohio,ALL,all sectors,9.92,cents per kilowatt-hour
2015-02-01,IN,Indiana,TRA,transportation,9.43,cents per kilowatt-hour
2015-02-01,IN,Indiana,RES,residential,11.0,cents per kilowatt-hour
2015-02-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,IN,Indiana,IND,industrial,6.91,cents per kilowatt-hour
2015-02-01,IN,Indiana,COM,commercial,9.85,cents per kilowatt-hour
2015-02-01,IN,Indiana,ALL,all sectors,9.04,cents per kilowatt-hour
2015-02-01,IL,Illinois,TRA,transportation,6.71,cents per kilowatt-hour
2015-02-01,IL,Illinois,RES,residential,11.88,cents per kilowatt-hour
2015-02-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,DC,District of Columbia,TRA,transportation,5.49,cents per kilowatt-hour
2015-02-01,DC,District of Columbia,RES,residential,13.16,cents per kilowatt-hour
2015-02-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,DC,District of Columbia,IND,industrial,8.57,cents per kilowatt-hour
2015-02-01,DC,District of Columbia,COM,commercial,11.45,cents per kilowatt-hour
2015-02-01,VA,Virginia,TRA,transportation,8.37,cents per kilowatt-hour
2015-02-01,VA,Virginia,RES,residential,11.04,cents per kilowatt-hour
2015-02-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,VA,Virginia,IND,industrial,7.26,cents per kilowatt-hour
2015-02-01,VA,Virginia,COM,commercial,8.5,cents per kilowatt-hour
2015-02-01,VA,Virginia,ALL,all sectors,9.54,cents per kilowatt-hour
2015-02-01,KY,Kentucky,TRA,transportation,0.0,cents per kilowatt-hour
2015-02-01,KY,Kentucky,RES,residential,9.72,cents per kilowatt-hour
2015-02-01,KY,Kentucky,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-02-01,KY,Kentucky,IND,industrial,5.6,cents per kilowatt-hour
2015-02-01,KY,Kentucky,COM,commercial,9.34,cents per kilowatt-hour
2015-02-01,KY,Kentucky,ALL,all sectors,8.17,cents per kilowatt-hour
2015-02-01,TN,Tennessee,IND,industrial,6.04,cents per kilowatt-hour
2015-02-01,TN,Tennessee,COM,commercial,10.04,cents per kilowatt-hour
2015-02-01,TN,Tennessee,ALL,all sectors,9.16,cents per kilowatt-hour
2015-02-01,PA,Pennsylvania,TRA,transportation,8.79,cents per kilowatt-hour
2015-02-01,PA,Pennsylvania,RES,residential,12.86,cents per kilowatt-hour
2015-02-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,TN,Tennessee,ALL,all sectors,9.12,cents per kilowatt-hour
2015-01-01,IN,Indiana,TRA,transportation,9.66,cents per kilowatt-hour
2015-01-01,IN,Indiana,RES,residential,10.98,cents per kilowatt-hour
2015-01-01,IN,Indiana,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,IN,Indiana,IND,industrial,6.89,cents per kilowatt-hour
2015-01-01,IN,Indiana,COM,commercial,9.83,cents per kilowatt-hour
2015-01-01,IN,Indiana,ALL,all sectors,9.05,cents per kilowatt-hour
2015-01-01,IL,Illinois,TRA,transportation,6.48,cents per kilowatt-hour
2015-01-01,IL,Illinois,RES,residential,11.45,cents per kilowatt-hour
2015-01-01,IL,Illinois,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,IL,Illinois,IND,industrial,6.8,cents per kilowatt-hour
2015-01-01,IL,Illinois,COM,commercial,8.81,cents per kilowatt-hour
2015-01-01,IL,Illinois,ALL,all sectors,9.15,cents per kilowatt-hour
2015-01-01,DC,District of Columbia,TRA,transportation,9.28,cents per kilowatt-hour
2015-01-01,DC,District of Columbia,RES,residential,12.02,cents per kilowatt-hour
2015-01-01,DC,District of Columbia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,DC,District of Columbia,IND,industrial,8.42,cents per kilowatt-hour
2015-01-01,DC,District of Columbia,COM,commercial,12.41,cents per kilowatt-hour
2015-01-01,DC,District of Columbia,ALL,all sectors,12.08,cents per kilowatt-hour
2015-01-01,DE,Delaware,TRA,transportation,0.0,cents per kilowatt-hour
2015-01-01,DE,Delaware,RES,residential,12.04,cents per kilowatt-hour
2015-01-01,DE,Delaware,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,DE,Delaware,IND,industrial,8.28,cents per kilowatt-hour
2015-01-01,DE,Delaware,COM,commercial,9.14,cents per kilowatt-hour
2015-01-01,DE,Delaware,ALL,all sectors,10.48,cents per kilowatt-hour
2015-01-01,WV,West Virginia,TRA,transportation,0.0,cents per kilowatt-hour
2015-01-01,WV,West Virginia,RES,residential,9.06,cents per kilowatt-hour
2015-01-01,WV,West Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,WV,West Virginia,IND,industrial,5.85,cents per kilowatt-hour
2015-01-01,WV,West Virginia,COM,commercial,7.82,cents per kilowatt-hour
2015-01-01,WV,West Virginia,ALL,all sectors,7.67,cents per kilowatt-hour
2015-01-01,VA,Virginia,TRA,transportation,8.75,cents per kilowatt-hour
2015-01-01,VA,Virginia,RES,residential,10.81,cents per kilowatt-hour
2015-01-01,VA,Virginia,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,VA,Virginia,IND,industrial,7.45,cents per kilowatt-hour
2015-01-01,VA,Virginia,COM,commercial,8.45,cents per kilowatt-hour
2015-01-01,VA,Virginia,ALL,all sectors,9.47,cents per kilowatt-hour
2015-01-01,PA,Pennsylvania,TRA,transportation,7.27,cents per kilowatt-hour
2015-01-01,PA,Pennsylvania,RES,residential,12.76,cents per kilowatt-hour
2015-01-01,PA,Pennsylvania,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,PA,Pennsylvania,IND,industrial,7.06,cents per kilowatt-hour
2015-01-01,PA,Pennsylvania,COM,commercial,9.51,cents per kilowatt-hour
2015-01-01,PA,Pennsylvania,ALL,all sectors,10.21,cents per kilowatt-hour
2015-01-01,OH,Ohio,TRA,transportation,7.09,cents per kilowatt-hour
2015-01-01,OH,Ohio,RES,residential,12.22,cents per kilowatt-hour
2015-01-01,OH,Ohio,OTH,other,9.268168946484282,cents per kilowatt-hour
2015-01-01,OH,Ohio,IND,industrial,6.8,cents per kilowatt-hour
2015-01-01,OH,Ohio,COM,commercial,9.67,cents per kilowatt-hour
2015-01-01,OH,Ohio,ALL,all sectors,9.82,cents per kilowatt-hour
2015-01-01,NC,North Carolina,TRA,transportation,7.67,cents per kilowatt-hour
2015-01-01,NC,North Carolina,RES,residential,10.52,cents per kilowatt-hour
2015-01-01,NC,North Carolina,OTH,other,9.268168946484282,cents per kilowatt-hour
